,picture_name,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20,cluster_21,cluster_22,cluster_23,cluster_24,cluster_25,cluster_26,cluster_27,cluster_28,cluster_29,cluster_30,cluster_31,cluster_32,cluster_33,cluster_34,cluster_35,cluster_36,cluster_37,cluster_38,cluster_39,cluster_40,cluster_41,cluster_42,cluster_43,cluster_44,cluster_45,cluster_46,cluster_47,cluster_48,cluster_49,material
61,cardboard7.jpg,11.0,4.0,14.0,5.0,10.0,3.0,22.0,17.0,0.0,1.0,6.0,9.0,5.0,16.0,18.0,7.0,3.0,7.0,2.0,2.0,7.0,27.0,1.0,7.0,12.0,2.0,11.0,4.0,3.0,0.0,6.0,13.0,1.0,17.0,2.0,2.0,18.0,4.0,5.0,4.0,13.0,17.0,12.0,2.0,2.0,19.0,1.0,3.0,18.0,22.0,cardboard
62,cardboard70.jpg,8.0,27.0,14.0,3.0,24.0,2.0,5.0,11.0,1.0,6.0,5.0,15.0,5.0,10.0,4.0,1.0,19.0,14.0,20.0,0.0,25.0,14.0,4.0,0.0,28.0,1.0,3.0,14.0,10.0,6.0,8.0,10.0,3.0,20.0,0.0,2.0,7.0,27.0,3.0,15.0,7.0,17.0,21.0,0.0,1.0,26.0,6.0,4.0,15.0,9.0,cardboard
63,cardboard76.jpg,5.0,1.0,0.0,0.0,3.0,13.0,2.0,7.0,15.0,1.0,66.0,3.0,3.0,1.0,0.0,4.0,14.0,2.0,0.0,8.0,0.0,0.0,3.0,1.0,1.0,9.0,38.0,14.0,4.0,9.0,10.0,7.0,19.0,3.0,4.0,2.0,0.0,5.0,4.0,2.0,5.0,1.0,0.0,1.0,9.0,2.0,2.0,4.0,2.0,1.0,cardboard
64,cardboard81.jpg,15.0,1.0,2.0,12.0,0.0,11.0,5.0,7.0,13.0,15.0,16.0,11.0,4.0,15.0,2.0,11.0,2.0,7.0,7.0,16.0,6.0,2.0,6.0,5.0,3.0,27.0,4.0,2.0,8.0,11.0,15.0,12.0,11.0,2.0,14.0,21.0,3.0,9.0,5.0,5.0,16.0,7.0,1.0,19.0,9.0,4.0,12.0,3.0,7.0,7.0,cardboard
65,cardboard82.jpg,8.0,8.0,14.0,14.0,22.0,0.0,15.0,19.0,1.0,6.0,23.0,7.0,7.0,20.0,13.0,3.0,22.0,17.0,19.0,1.0,11.0,20.0,2.0,13.0,13.0,0.0,2.0,6.0,8.0,2.0,6.0,3.0,2.0,14.0,1.0,2.0,25.0,11.0,10.0,10.0,11.0,28.0,9.0,0.0,0.0,9.0,5.0,3.0,4.0,25.0,cardboard
66,cardboard90.jpg,16.0,11.0,12.0,4.0,9.0,0.0,11.0,9.0,2.0,8.0,1.0,11.0,7.0,9.0,14.0,1.0,4.0,23.0,9.0,0.0,19.0,21.0,1.0,3.0,37.0,2.0,1.0,6.0,2.0,1.0,14.0,6.0,4.0,20.0,2.0,0.0,27.0,21.0,2.0,6.0,3.0,3.0,13.0,2.0,0.0,20.0,4.0,11.0,2.0,8.0,cardboard
67,cardboard209.jpg,0.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,4.0,19.0,0.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,16.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,cardboard
68,cardboard235.jpg,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,3.0,12.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,cardboard
69,cardboard347.jpg,2.0,19.0,2.0,1.0,7.0,1.0,0.0,0.0,1.0,3.0,48.0,5.0,6.0,5.0,3.0,0.0,15.0,0.0,1.0,0.0,0.0,10.0,1.0,4.0,6.0,1.0,2.0,14.0,3.0,6.0,1.0,0.0,1.0,7.0,3.0,1.0,2.0,1.0,0.0,6.0,1.0,3.0,4.0,0.0,0.0,13.0,0.0,1.0,13.0,2.0,cardboard
70,cardboard6.jpg,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,cardboard
71,cardboard67.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,cardboard
72,glass1.jpg,13.0,8.0,5.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,2.0,0.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,4.0,4.0,2.0,1.0,2.0,5.0,0.0,21.0,1.0,1.0,0.0,0.0,10.0,3.0,4.0,25.0,1.0,14.0,2.0,2.0,7.0,8.0,11.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,1.0,glass
73,glass10.jpg,3.0,1.0,3.0,9.0,6.0,7.0,6.0,18.0,3.0,5.0,2.0,3.0,9.0,6.0,5.0,12.0,0.0,1.0,6.0,12.0,2.0,3.0,4.0,9.0,0.0,12.0,19.0,7.0,2.0,6.0,8.0,4.0,9.0,4.0,13.0,5.0,2.0,0.0,9.0,7.0,8.0,3.0,4.0,9.0,4.0,6.0,5.0,4.0,3.0,4.0,glass
74,glass11.jpg,2.0,4.0,25.0,10.0,3.0,23.0,8.0,15.0,25.0,4.0,6.0,6.0,6.0,3.0,8.0,14.0,11.0,9.0,16.0,12.0,7.0,20.0,10.0,12.0,6.0,8.0,4.0,5.0,6.0,5.0,12.0,7.0,12.0,19.0,8.0,6.0,15.0,1.0,4.0,11.0,20.0,12.0,12.0,7.0,11.0,9.0,3.0,9.0,20.0,9.0,glass
75,glass110.jpg,17.0,15.0,8.0,7.0,9.0,6.0,6.0,16.0,15.0,6.0,13.0,18.0,10.0,14.0,16.0,6.0,11.0,3.0,30.0,5.0,11.0,10.0,10.0,2.0,4.0,4.0,4.0,11.0,7.0,5.0,17.0,14.0,3.0,6.0,19.0,6.0,11.0,9.0,7.0,19.0,8.0,12.0,5.0,9.0,5.0,12.0,10.0,8.0,13.0,8.0,glass
76,glass113.jpg,5.0,9.0,23.0,4.0,2.0,9.0,4.0,9.0,13.0,1.0,16.0,0.0,1.0,1.0,6.0,3.0,2.0,7.0,0.0,9.0,7.0,6.0,3.0,11.0,3.0,6.0,16.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,5.0,3.0,21.0,2.0,4.0,0.0,9.0,7.0,3.0,3.0,8.0,3.0,2.0,3.0,5.0,4.0,glass
77,glass132.jpg,0.0,4.0,0.0,4.0,3.0,5.0,21.0,9.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,2.0,0.0,0.0,5.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,4.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,glass
78,glass138.jpg,9.0,7.0,5.0,12.0,14.0,21.0,15.0,11.0,20.0,6.0,5.0,5.0,13.0,6.0,4.0,16.0,9.0,7.0,9.0,15.0,3.0,7.0,22.0,13.0,4.0,13.0,10.0,9.0,6.0,10.0,5.0,4.0,8.0,3.0,8.0,15.0,10.0,9.0,8.0,5.0,6.0,7.0,7.0,12.0,12.0,4.0,14.0,20.0,25.0,12.0,glass
79,glass14.jpg,0.0,8.0,10.0,2.0,3.0,2.0,3.0,0.0,1.0,3.0,1.0,5.0,2.0,3.0,4.0,3.0,8.0,0.0,0.0,1.0,5.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,2.0,2.0,1.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,0.0,2.0,9.0,2.0,1.0,2.0,1.0,glass
80,glass142.jpg,13.0,6.0,4.0,2.0,3.0,6.0,8.0,14.0,3.0,3.0,20.0,3.0,0.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,7.0,6.0,1.0,9.0,3.0,8.0,27.0,9.0,1.0,4.0,4.0,4.0,11.0,4.0,6.0,2.0,1.0,0.0,2.0,6.0,4.0,4.0,11.0,14.0,14.0,3.0,2.0,4.0,23.0,3.0,glass
81,glass146.jpg,6.0,4.0,4.0,11.0,4.0,7.0,5.0,6.0,15.0,2.0,10.0,3.0,6.0,3.0,2.0,4.0,7.0,4.0,3.0,6.0,12.0,9.0,3.0,4.0,3.0,9.0,15.0,6.0,5.0,13.0,9.0,3.0,1.0,5.0,9.0,3.0,3.0,3.0,8.0,5.0,7.0,11.0,6.0,0.0,3.0,10.0,1.0,4.0,0.0,3.0,glass
82,glass155.jpg,1.0,9.0,15.0,7.0,4.0,6.0,10.0,8.0,7.0,3.0,7.0,24.0,23.0,8.0,3.0,8.0,6.0,6.0,14.0,28.0,9.0,14.0,5.0,12.0,10.0,15.0,3.0,7.0,5.0,8.0,16.0,2.0,10.0,21.0,17.0,7.0,5.0,4.0,5.0,11.0,9.0,7.0,16.0,22.0,21.0,7.0,5.0,11.0,5.0,14.0,glass
83,glass157.jpg,4.0,4.0,2.0,21.0,8.0,8.0,8.0,17.0,8.0,8.0,11.0,7.0,9.0,11.0,9.0,5.0,10.0,12.0,13.0,10.0,3.0,8.0,17.0,11.0,1.0,15.0,5.0,13.0,14.0,26.0,13.0,13.0,12.0,6.0,9.0,11.0,3.0,6.0,9.0,7.0,9.0,7.0,8.0,14.0,6.0,3.0,9.0,8.0,12.0,16.0,glass
84,glass162.jpg,1.0,5.0,1.0,6.0,3.0,21.0,4.0,7.0,18.0,11.0,34.0,4.0,16.0,6.0,6.0,14.0,13.0,5.0,7.0,34.0,2.0,10.0,8.0,5.0,1.0,9.0,32.0,9.0,7.0,10.0,1.0,0.0,5.0,4.0,9.0,16.0,9.0,2.0,13.0,8.0,5.0,9.0,3.0,4.0,13.0,4.0,12.0,9.0,10.0,3.0,glass
85,glass168.jpg,10.0,3.0,4.0,4.0,1.0,17.0,11.0,9.0,30.0,7.0,1.0,6.0,9.0,4.0,8.0,22.0,6.0,5.0,11.0,56.0,3.0,7.0,13.0,15.0,2.0,12.0,4.0,16.0,7.0,8.0,4.0,7.0,8.0,4.0,10.0,18.0,3.0,3.0,9.0,17.0,8.0,10.0,5.0,40.0,7.0,3.0,7.0,9.0,5.0,11.0,glass
86,glass171.jpg,3.0,34.0,16.0,3.0,18.0,10.0,5.0,14.0,15.0,10.0,2.0,9.0,8.0,1.0,10.0,4.0,13.0,12.0,5.0,10.0,17.0,31.0,11.0,9.0,12.0,8.0,1.0,16.0,0.0,9.0,12.0,9.0,5.0,25.0,13.0,7.0,5.0,8.0,1.0,19.0,5.0,4.0,26.0,3.0,4.0,23.0,4.0,6.0,0.0,3.0,glass
87,glass174.jpg,15.0,9.0,4.0,7.0,4.0,10.0,7.0,7.0,18.0,2.0,0.0,2.0,6.0,6.0,7.0,12.0,7.0,3.0,4.0,10.0,7.0,2.0,14.0,14.0,2.0,9.0,17.0,9.0,12.0,19.0,4.0,2.0,9.0,1.0,11.0,16.0,4.0,8.0,11.0,4.0,6.0,8.0,3.0,18.0,6.0,5.0,6.0,7.0,23.0,10.0,glass
88,glass177.jpg,4.0,13.0,7.0,7.0,16.0,19.0,6.0,11.0,5.0,8.0,1.0,23.0,14.0,10.0,8.0,7.0,7.0,13.0,9.0,7.0,16.0,12.0,10.0,12.0,1.0,10.0,0.0,9.0,5.0,8.0,11.0,22.0,6.0,8.0,6.0,22.0,10.0,12.0,8.0,16.0,2.0,7.0,19.0,8.0,8.0,5.0,13.0,18.0,4.0,17.0,glass
89,glass185.jpg,30.0,3.0,12.0,7.0,12.0,3.0,9.0,15.0,3.0,4.0,11.0,9.0,3.0,30.0,36.0,12.0,4.0,9.0,5.0,10.0,11.0,17.0,6.0,6.0,7.0,2.0,11.0,2.0,4.0,2.0,13.0,10.0,18.0,11.0,4.0,4.0,16.0,11.0,9.0,6.0,11.0,13.0,9.0,6.0,2.0,13.0,6.0,12.0,11.0,13.0,glass
90,glass188.jpg,1.0,6.0,6.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,glass
91,glass190.jpg,20.0,1.0,3.0,24.0,6.0,1.0,10.0,16.0,12.0,4.0,4.0,0.0,0.0,2.0,3.0,4.0,6.0,17.0,14.0,9.0,5.0,9.0,5.0,10.0,1.0,4.0,25.0,8.0,0.0,14.0,5.0,2.0,7.0,0.0,15.0,3.0,6.0,15.0,33.0,9.0,12.0,2.0,11.0,9.0,10.0,2.0,5.0,1.0,14.0,8.0,glass
92,glass194.jpg,0.0,15.0,7.0,7.0,16.0,0.0,3.0,7.0,1.0,6.0,4.0,0.0,4.0,1.0,0.0,0.0,42.0,10.0,2.0,0.0,1.0,9.0,1.0,5.0,4.0,1.0,1.0,30.0,0.0,0.0,0.0,3.0,4.0,8.0,1.0,0.0,6.0,1.0,4.0,23.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,1.0,glass
93,glass195.jpg,20.0,2.0,1.0,12.0,4.0,22.0,1.0,7.0,15.0,3.0,2.0,6.0,3.0,7.0,3.0,10.0,1.0,3.0,2.0,24.0,4.0,2.0,3.0,11.0,3.0,27.0,12.0,11.0,11.0,13.0,17.0,10.0,16.0,1.0,35.0,12.0,1.0,6.0,21.0,12.0,8.0,2.0,1.0,25.0,10.0,4.0,10.0,12.0,3.0,3.0,glass
94,glass198.jpg,11.0,26.0,8.0,17.0,12.0,11.0,4.0,17.0,14.0,4.0,20.0,6.0,8.0,3.0,9.0,13.0,24.0,6.0,8.0,11.0,13.0,12.0,7.0,13.0,6.0,5.0,6.0,13.0,4.0,11.0,8.0,7.0,10.0,5.0,17.0,9.0,6.0,5.0,3.0,17.0,10.0,6.0,8.0,8.0,13.0,4.0,5.0,4.0,15.0,5.0,glass
95,glass202.jpg,4.0,1.0,1.0,6.0,6.0,27.0,6.0,5.0,29.0,17.0,17.0,6.0,6.0,3.0,6.0,15.0,10.0,10.0,4.0,13.0,2.0,0.0,5.0,25.0,0.0,18.0,8.0,5.0,5.0,15.0,18.0,13.0,13.0,3.0,32.0,16.0,0.0,5.0,14.0,2.0,9.0,7.0,2.0,35.0,22.0,0.0,8.0,8.0,3.0,11.0,glass
96,glass21.jpg,3.0,1.0,0.0,11.0,10.0,17.0,14.0,9.0,37.0,2.0,1.0,11.0,11.0,1.0,11.0,9.0,7.0,15.0,7.0,12.0,7.0,1.0,8.0,17.0,2.0,18.0,0.0,13.0,11.0,14.0,6.0,4.0,11.0,1.0,3.0,21.0,2.0,8.0,16.0,19.0,11.0,14.0,7.0,25.0,36.0,4.0,12.0,8.0,3.0,9.0,glass
97,glass215.jpg,4.0,28.0,43.0,3.0,13.0,2.0,8.0,13.0,1.0,3.0,47.0,2.0,0.0,3.0,5.0,14.0,13.0,11.0,2.0,6.0,1.0,24.0,1.0,14.0,13.0,2.0,49.0,4.0,0.0,2.0,2.0,4.0,2.0,11.0,2.0,0.0,8.0,1.0,6.0,10.0,22.0,19.0,14.0,6.0,1.0,13.0,1.0,1.0,25.0,13.0,glass
98,glass217.jpg,14.0,0.0,2.0,10.0,2.0,15.0,15.0,2.0,21.0,6.0,4.0,7.0,5.0,10.0,6.0,27.0,2.0,4.0,8.0,27.0,4.0,1.0,21.0,26.0,2.0,16.0,0.0,6.0,11.0,29.0,12.0,5.0,7.0,0.0,9.0,26.0,2.0,14.0,24.0,2.0,8.0,4.0,1.0,20.0,19.0,0.0,10.0,10.0,2.0,22.0,glass
99,glass218.jpg,2.0,11.0,27.0,9.0,9.0,4.0,22.0,10.0,6.0,11.0,9.0,1.0,4.0,7.0,9.0,12.0,19.0,6.0,19.0,7.0,4.0,17.0,2.0,17.0,6.0,6.0,3.0,9.0,8.0,2.0,2.0,6.0,13.0,16.0,1.0,6.0,21.0,4.0,19.0,12.0,13.0,9.0,15.0,13.0,7.0,24.0,12.0,4.0,4.0,21.0,glass
100,glass22.jpg,3.0,6.0,9.0,15.0,4.0,14.0,14.0,10.0,27.0,7.0,10.0,11.0,8.0,12.0,3.0,12.0,2.0,1.0,14.0,11.0,2.0,3.0,8.0,16.0,0.0,17.0,12.0,10.0,13.0,11.0,5.0,7.0,18.0,4.0,21.0,11.0,6.0,6.0,12.0,9.0,8.0,2.0,13.0,11.0,35.0,3.0,9.0,13.0,4.0,11.0,glass
101,glass229.jpg,3.0,2.0,10.0,2.0,3.0,20.0,16.0,15.0,18.0,5.0,24.0,6.0,3.0,3.0,4.0,17.0,7.0,2.0,14.0,31.0,5.0,9.0,6.0,8.0,17.0,5.0,21.0,10.0,5.0,10.0,14.0,9.0,6.0,13.0,35.0,9.0,6.0,3.0,1.0,18.0,11.0,8.0,7.0,9.0,16.0,5.0,3.0,4.0,6.0,3.0,glass
102,glass231.jpg,0.0,0.0,0.0,4.0,0.0,13.0,6.0,4.0,8.0,0.0,20.0,0.0,2.0,1.0,0.0,14.0,1.0,4.0,1.0,19.0,3.0,0.0,1.0,15.0,0.0,7.0,41.0,3.0,11.0,9.0,3.0,0.0,0.0,0.0,10.0,15.0,2.0,0.0,8.0,1.0,19.0,4.0,1.0,21.0,19.0,0.0,1.0,0.0,2.0,7.0,glass
103,glass239.jpg,1.0,11.0,16.0,12.0,14.0,10.0,7.0,10.0,11.0,5.0,15.0,4.0,16.0,6.0,1.0,12.0,6.0,7.0,15.0,7.0,6.0,12.0,8.0,15.0,17.0,7.0,3.0,10.0,8.0,22.0,5.0,8.0,6.0,11.0,4.0,3.0,3.0,6.0,15.0,14.0,12.0,13.0,7.0,3.0,17.0,16.0,4.0,10.0,24.0,8.0,glass
104,glass246.jpg,0.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,43.0,4.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,2.0,17.0,5.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,glass
105,glass25.jpg,5.0,6.0,7.0,9.0,5.0,14.0,12.0,7.0,15.0,11.0,1.0,6.0,7.0,5.0,3.0,28.0,4.0,7.0,9.0,16.0,8.0,5.0,11.0,12.0,19.0,14.0,3.0,11.0,8.0,28.0,10.0,8.0,11.0,20.0,12.0,12.0,0.0,12.0,9.0,9.0,7.0,4.0,7.0,15.0,20.0,11.0,16.0,7.0,6.0,8.0,glass
106,glass262.jpg,1.0,9.0,30.0,0.0,4.0,0.0,3.0,3.0,1.0,3.0,1.0,0.0,7.0,0.0,4.0,2.0,4.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,4.0,0.0,5.0,5.0,1.0,2.0,1.0,5.0,0.0,9.0,1.0,2.0,1.0,0.0,1.0,3.0,6.0,6.0,4.0,0.0,0.0,11.0,0.0,0.0,2.0,0.0,glass
107,glass264.jpg,11.0,28.0,25.0,0.0,12.0,1.0,10.0,22.0,1.0,12.0,5.0,8.0,15.0,16.0,21.0,4.0,11.0,12.0,1.0,3.0,15.0,32.0,9.0,4.0,13.0,0.0,6.0,7.0,3.0,5.0,5.0,11.0,13.0,15.0,2.0,4.0,7.0,7.0,2.0,4.0,2.0,12.0,21.0,3.0,9.0,27.0,12.0,2.0,17.0,13.0,glass
108,glass267.jpg,9.0,7.0,20.0,13.0,5.0,10.0,15.0,6.0,5.0,6.0,11.0,5.0,6.0,4.0,5.0,19.0,9.0,9.0,12.0,3.0,5.0,12.0,5.0,14.0,0.0,11.0,12.0,5.0,23.0,21.0,10.0,11.0,6.0,9.0,10.0,5.0,5.0,7.0,30.0,3.0,14.0,9.0,17.0,9.0,8.0,11.0,4.0,4.0,25.0,7.0,glass
109,glass270.jpg,3.0,10.0,5.0,9.0,17.0,7.0,4.0,8.0,4.0,17.0,11.0,5.0,5.0,1.0,8.0,9.0,8.0,21.0,8.0,3.0,4.0,8.0,7.0,15.0,6.0,3.0,0.0,9.0,5.0,0.0,3.0,1.0,4.0,5.0,3.0,3.0,4.0,2.0,7.0,14.0,1.0,0.0,2.0,4.0,2.0,11.0,4.0,1.0,10.0,2.0,glass
110,glass271.jpg,6.0,2.0,7.0,19.0,3.0,17.0,11.0,21.0,15.0,11.0,8.0,6.0,6.0,10.0,7.0,15.0,5.0,7.0,8.0,18.0,7.0,8.0,9.0,17.0,1.0,4.0,3.0,6.0,8.0,16.0,14.0,14.0,16.0,4.0,10.0,12.0,6.0,10.0,8.0,16.0,8.0,2.0,10.0,20.0,8.0,8.0,7.0,8.0,8.0,13.0,glass
111,glass277.jpg,1.0,13.0,23.0,2.0,1.0,11.0,4.0,16.0,21.0,5.0,36.0,3.0,9.0,1.0,10.0,1.0,19.0,16.0,2.0,11.0,2.0,11.0,9.0,8.0,0.0,0.0,64.0,17.0,4.0,5.0,5.0,11.0,12.0,15.0,12.0,3.0,3.0,1.0,1.0,21.0,11.0,5.0,11.0,18.0,6.0,13.0,7.0,5.0,6.0,4.0,glass
112,glass298.jpg,1.0,5.0,13.0,2.0,1.0,4.0,1.0,19.0,3.0,10.0,8.0,8.0,9.0,5.0,0.0,1.0,2.0,3.0,0.0,4.0,5.0,11.0,0.0,4.0,12.0,2.0,51.0,1.0,1.0,1.0,5.0,5.0,4.0,7.0,13.0,3.0,3.0,1.0,1.0,15.0,9.0,6.0,10.0,3.0,12.0,7.0,4.0,5.0,9.0,5.0,glass
113,glass30.jpg,1.0,6.0,2.0,6.0,3.0,11.0,13.0,21.0,5.0,0.0,34.0,0.0,5.0,1.0,0.0,6.0,7.0,0.0,1.0,6.0,0.0,9.0,8.0,9.0,1.0,9.0,58.0,3.0,3.0,18.0,4.0,4.0,4.0,3.0,9.0,4.0,2.0,3.0,7.0,0.0,11.0,10.0,3.0,3.0,19.0,6.0,4.0,1.0,6.0,2.0,glass
114,glass303.jpg,7.0,2.0,4.0,15.0,1.0,21.0,5.0,8.0,24.0,9.0,5.0,15.0,12.0,6.0,6.0,8.0,1.0,4.0,7.0,22.0,5.0,8.0,11.0,11.0,2.0,23.0,1.0,16.0,5.0,21.0,10.0,11.0,11.0,3.0,13.0,30.0,7.0,6.0,4.0,10.0,6.0,4.0,6.0,15.0,19.0,3.0,19.0,15.0,4.0,19.0,glass
115,glass307.jpg,18.0,11.0,5.0,13.0,15.0,5.0,14.0,14.0,11.0,12.0,7.0,14.0,9.0,15.0,18.0,10.0,10.0,6.0,19.0,3.0,5.0,9.0,5.0,16.0,7.0,10.0,2.0,8.0,15.0,4.0,17.0,13.0,18.0,9.0,6.0,8.0,13.0,10.0,14.0,7.0,2.0,11.0,7.0,4.0,10.0,7.0,5.0,13.0,11.0,5.0,glass
116,glass309.jpg,13.0,5.0,3.0,6.0,8.0,8.0,10.0,8.0,6.0,3.0,49.0,2.0,1.0,3.0,5.0,2.0,12.0,5.0,5.0,7.0,3.0,4.0,8.0,10.0,4.0,10.0,33.0,6.0,6.0,2.0,4.0,1.0,10.0,1.0,8.0,7.0,4.0,2.0,16.0,5.0,29.0,15.0,3.0,25.0,6.0,2.0,0.0,2.0,25.0,14.0,glass
117,glass31.jpg,4.0,4.0,1.0,5.0,5.0,30.0,2.0,2.0,30.0,10.0,0.0,8.0,10.0,1.0,5.0,14.0,3.0,1.0,10.0,43.0,1.0,2.0,15.0,10.0,0.0,16.0,0.0,23.0,7.0,17.0,5.0,7.0,15.0,3.0,21.0,20.0,4.0,9.0,14.0,9.0,6.0,3.0,9.0,33.0,26.0,1.0,9.0,19.0,4.0,4.0,glass
118,glass311.jpg,11.0,8.0,8.0,4.0,6.0,8.0,6.0,13.0,2.0,11.0,11.0,6.0,19.0,3.0,9.0,13.0,6.0,7.0,8.0,7.0,12.0,14.0,8.0,5.0,9.0,18.0,15.0,5.0,15.0,0.0,11.0,4.0,11.0,18.0,6.0,6.0,13.0,6.0,8.0,15.0,15.0,13.0,13.0,19.0,8.0,9.0,5.0,4.0,11.0,13.0,glass
119,glass313.jpg,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,glass
120,glass322.jpg,7.0,2.0,6.0,10.0,7.0,23.0,9.0,13.0,17.0,4.0,56.0,1.0,3.0,2.0,1.0,7.0,9.0,16.0,1.0,33.0,2.0,1.0,3.0,6.0,0.0,3.0,33.0,4.0,6.0,7.0,5.0,1.0,0.0,0.0,3.0,8.0,3.0,3.0,7.0,3.0,7.0,4.0,3.0,0.0,8.0,0.0,6.0,3.0,7.0,5.0,glass
121,glass323.jpg,2.0,1.0,11.0,3.0,9.0,0.0,6.0,23.0,0.0,6.0,6.0,0.0,4.0,2.0,5.0,1.0,3.0,31.0,2.0,1.0,4.0,3.0,1.0,4.0,9.0,2.0,18.0,4.0,1.0,0.0,7.0,3.0,0.0,8.0,8.0,2.0,12.0,1.0,1.0,7.0,5.0,14.0,5.0,4.0,0.0,4.0,0.0,0.0,5.0,9.0,glass
122,glass327.jpg,9.0,2.0,1.0,2.0,7.0,0.0,5.0,4.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,10.0,0.0,3.0,0.0,5.0,3.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,5.0,15.0,1.0,2.0,2.0,7.0,2.0,10.0,0.0,14.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,glass
123,glass330.jpg,14.0,5.0,13.0,1.0,3.0,0.0,13.0,9.0,5.0,3.0,14.0,0.0,7.0,17.0,3.0,5.0,7.0,11.0,6.0,1.0,7.0,10.0,0.0,4.0,8.0,9.0,20.0,4.0,0.0,0.0,6.0,6.0,4.0,14.0,14.0,4.0,8.0,4.0,4.0,11.0,26.0,17.0,5.0,14.0,1.0,7.0,3.0,3.0,19.0,20.0,glass
124,glass337.jpg,0.0,1.0,3.0,19.0,5.0,31.0,14.0,4.0,23.0,7.0,4.0,4.0,7.0,5.0,1.0,20.0,10.0,8.0,6.0,41.0,1.0,13.0,28.0,10.0,0.0,7.0,1.0,7.0,10.0,15.0,4.0,7.0,10.0,10.0,7.0,8.0,13.0,3.0,28.0,2.0,4.0,7.0,4.0,18.0,21.0,9.0,12.0,12.0,6.0,8.0,glass
